# Description of the experiment:
#
# - We generate the costs to up to 2.000 tasks for 20 to 80 resources
#   with steps of 10.
# - All costs follow linear functions (i.e., constant marginal costs)
#   with RNG seeds [0..79].
# - We schedule 2.000 tasks.
# - We run (MC)^2MKP, MarIn, MarCo, MarDec, MarDecUn, and FedAvg.
# - All resources have a lower limit of 1.
# - The first half of the resources have no upper limit.
# - The second half has an upper limit of 2*(tasks/resources).
# - Each sample is composed of 5 executions of the schedulers.
# - We get 20 samples for each pair (scheduler, tasks)
# - The order of execution of the different schedulers is
#   randomly defined. We set an initial RNG seed = 1000 and increase
#   it every time we need a new order.
Scheduler,Tasks,Resources,Time
(MC)2MKP,2000,60,223.49875998700008
FedAvg,2000,60,2.9040999834251124e-05
MarDecUn,2000,60,0.0003702889998749015
MarCo,2000,60,0.0003556439996827976
MarIn,2000,60,0.021786823000184086
MarCo,2000,60,0.00034831900029530516
MarDecUn,2000,60,0.0003334660004838952
MarDec,2000,60,6.932478556000206
FedAvg,2000,60,2.731099993980024e-05
(MC)2MKP,2000,60,222.6301225999996
MarIn,2000,60,0.021797606999825803
MarDecUn,2000,60,0.0003314240002509905
MarCo,2000,60,0.00034586299989314284
MarDec,2000,60,6.884106958000302
FedAvg,2000,60,2.7766999664891046e-05
MarIn,2000,60,0.02187324299939064
(MC)2MKP,2000,60,225.00464616800036
MarDecUn,2000,60,0.0003859529997498612
MarIn,2000,60,0.021429190000162635
MarDec,2000,60,6.895089534999897
FedAvg,2000,60,2.8401999770721886e-05
(MC)2MKP,2000,60,221.7685524160006
MarCo,2000,60,0.0003977569995186059
MarDec,2000,60,6.932159816999956
(MC)2MKP,2000,60,223.05500796499928
MarDecUn,2000,60,0.0003838379998342134
FedAvg,2000,60,3.0218000574677717e-05
MarCo,2000,60,0.0003567039993868093
MarIn,2000,60,0.021402972999567282
MarIn,2000,60,0.021783524999591464
(MC)2MKP,2000,60,222.31215177300055
FedAvg,2000,60,3.3782999707909767e-05
MarDecUn,2000,60,0.00037028600036137505
MarDec,2000,60,6.881965251999645
MarCo,2000,60,0.00035088200002064696
FedAvg,2000,60,2.765099998214282e-05
(MC)2MKP,2000,60,223.74198158699983
MarIn,2000,60,0.021630541999911657
